scrape_date,id_departure,id_arrival,departure_datetime,arrival_datetime,airline,travel_class,is_nonstop,price
2024-12-05,SGN,DAD,2024-12-06 09:10,2024-12-06 10:30,Vietnam Airlines,Economy,Nonstop,2499000
2024-12-05,SGN,DAD,2024-12-06 12:30,2024-12-06 13:50,Vietnam Airlines,Economy,Nonstop,2499000
2024-12-05,SGN,DAD,2024-12-06 10:15,2024-12-06 11:35,Vietnam Airlines,Economy,Nonstop,4780000
2024-12-05,SGN,DAD,2024-12-06 05:45,2024-12-06 07:05,Vietnam Airlines,Business,Nonstop,2499000
2024-12-05,SGN,DAD,2024-12-06 05:55,2024-12-06 07:15,Vietnam Airlines,Business,Nonstop,3039000
2024-12-05,SGN,DAD,2024-12-06 22:05,2024-12-06 23:25,Vietnam Airlines,Business,Nonstop,3039000
2024-12-05,SGN,DAD,2024-12-06 15:30,2024-12-06 16:50,Vietnam Airlines,Business,Nonstop,3916000
2024-12-05,SGN,DAD,2024-12-06 07:00,2024-12-06 08:20,Vietnam Airlines,Business,Nonstop,3916000
2024-12-05,SGN,DAD,2024-12-06 16:15,2024-12-06 17:35,Vietnam Airlines,Business,Nonstop,3916000
2024-12-05,SGN,DAD,2024-12-06 18:55,2024-12-06 20:20,Vietnam Airlines,Business,Nonstop,3916000
2024-12-05,SGN,DAD,2024-12-06 19:55,2024-12-06 21:15,Vietnam Airlines,Business,Nonstop,3916000
2024-12-05,SGN,DAD,2024-12-06 08:00,2024-12-06 09:30,Vietnam Airlines,Business,Nonstop,4348000
2024-12-05,SGN,DAD,2024-12-06 09:10,2024-12-06 10:30,Vietnam Airlines,Business,Nonstop,4348000
2024-12-05,SGN,DAD,2024-12-06 11:45,2024-12-06 13:05,Vietnam Airlines,Business,Nonstop,4348000
2024-12-05,SGN,DAD,2024-12-06 12:30,2024-12-06 13:50,Vietnam Airlines,Business,Nonstop,4348000
2024-12-05,SGN,DAD,2024-12-06 18:00,2024-12-06 19:10,Vietnam Airlines,Business,Nonstop,4348000
2024-12-05,SGN,DAD,2024-12-06 10:15,2024-12-06 11:35,Vietnam Airlines,Business,Nonstop,4780000
2024-12-05,SGN,DAD,2024-12-06 08:00,2024-12-06 20:00,"China Southern, Vietnam Airlines",Business,"2 stops in CAN, HAN",17734000
2024-12-05,SGN,DAD,2024-12-06 17:50,2024-12-07 09:10,China Airlines,Business,1 stop in TPE,22379000
2024-12-05,SGN,DAD,2024-12-06 01:55,2024-12-06 11:40,EVA Air,Business,1 stop in TPE,22990000
2024-12-05,SGN,DAD,2024-12-06 09:05,2024-12-06 15:40,"Scoot, Singapore Airlines",Business,1 stop in SIN,23172000
2024-12-05,SGN,CXR,2024-12-06 07:45,2024-12-06 08:55,Vietjet,Economy,Nonstop,1134200
2024-12-05,SGN,CXR,2024-12-06 09:35,2024-12-06 10:40,Bamboo Airways,Economy,Nonstop,1361000
2024-12-05,SGN,CXR,2024-12-06 06:50,2024-12-06 08:00,Vietnam Airlines,Business,Nonstop,3268000
2024-12-05,SGN,CXR,2024-12-06 12:05,2024-12-06 13:10,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,CXR,2024-12-06 13:10,2024-12-06 14:20,Vietnam Airlines,Business,Nonstop,4024000
2024-12-05,SGN,CXR,2024-12-06 15:55,2024-12-07 12:15,"Cambodia Angkor Air, Vietnam Airlines",Business,"2 stops in PNH, HAN",14338000
2024-12-05,SGN,CXR,2024-12-06 17:40,2024-12-07 12:15,"Cambodia Angkor Air, Vietnam Airlines",Business,"2 stops in SAI, HAN",15128000
2024-12-05,SGN,CXR,2024-12-06 08:00,2024-12-06 16:35,China Southern,Business,1 stop in CAN,18762000
2024-12-05,SGN,CXR,2024-12-06 02:25,2024-12-06 09:40,China Southern,Business,1 stop in CAN,20851000
2024-12-05,SGN,CXR,2024-12-06 20:10,2024-12-07 18:25,"THAI, Vietnam Airlines",Business,"2 stops in BKK, HAN",23781000
2024-12-05,SGN,CXR,2024-12-06 00:50,2024-12-06 16:35,"Vietnam Airlines, China Southern",Business,"2 stops in MNL, CAN",125799000
2024-12-05,SGN,HAN,2024-12-07 21:00,2024-12-07 23:05,Vietjet,Economy,Nonstop,1803800
2024-12-05,SGN,HAN,2024-12-07 22:00,2024-12-08 00:10,Bamboo Airways,Economy,Nonstop,2117000
2024-12-05,SGN,HAN,2024-12-07 05:45,2024-12-07 07:55,Vietravel Airlines,Economy,Nonstop,2460440
2024-12-05,SGN,HAN,2024-12-07 21:40,2024-12-07 23:50,Vietjet,Economy,Nonstop,1803800
2024-12-05,SGN,HAN,2024-12-07 18:20,2024-12-07 20:30,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-07 19:10,2024-12-07 21:20,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-07 20:25,2024-12-07 22:35,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-07 20:45,2024-12-07 22:50,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-07 23:00,2024-12-08 01:05,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-07 11:30,2024-12-07 19:35,Bamboo Airways,Economy,1 stop in UIH,2008000
2024-12-05,SGN,HAN,2024-12-07 21:00,2024-12-07 23:10,Bamboo Airways,Economy,Nonstop,2117000
2024-12-05,SGN,HAN,2024-12-07 15:20,2024-12-07 17:30,Vietjet,Economy,Nonstop,2138600
2024-12-05,SGN,HAN,2024-12-07 16:00,2024-12-07 18:10,Vietjet,Economy,Nonstop,2138600
2024-12-05,SGN,HAN,2024-12-07 18:05,2024-12-07 20:15,Vietjet,Economy,Nonstop,2138600
2024-12-05,SGN,HAN,2024-12-07 23:00,2024-12-08 01:10,Vietravel Airlines,Economy,Nonstop,2276840
2024-12-05,SGN,HAN,2024-12-07 05:20,2024-12-07 07:30,Vietjet,Economy,Nonstop,2322200
2024-12-05,SGN,HAN,2024-12-07 06:00,2024-12-07 08:10,Vietjet,Economy,Nonstop,2322200
2024-12-05,SGN,HAN,2024-12-07 06:40,2024-12-07 08:50,Vietjet,Economy,Nonstop,2322200
2024-12-05,SGN,HAN,2024-12-07 12:30,2024-12-07 14:40,Vietjet,Economy,Nonstop,2322200
2024-12-05,SGN,HAN,2024-12-07 12:35,2024-12-07 14:45,Vietjet,Economy,Nonstop,2322200
2024-12-05,SGN,HAN,2024-12-07 14:35,2024-12-07 16:40,Vietjet,Economy,Nonstop,2322200
2024-12-05,SGN,HAN,2024-12-07 19:55,2024-12-07 22:05,Bamboo Airways,Economy,Nonstop,2344000
2024-12-05,SGN,HAN,2024-12-07 07:00,2024-12-07 09:10,Vietjet,Economy,Nonstop,2516600
2024-12-05,SGN,HAN,2024-12-07 08:15,2024-12-07 10:20,Vietjet,Economy,Nonstop,2516600
2024-12-05,SGN,HAN,2024-12-07 11:10,2024-12-07 13:20,Vietjet,Economy,Nonstop,2516600
2024-12-05,SGN,HAN,2024-12-07 05:10,2024-12-07 07:20,Bamboo Airways,Economy,Nonstop,2571000
2024-12-05,SGN,HAN,2024-12-07 07:45,2024-12-07 09:55,Bamboo Airways,Economy,Nonstop,2571000
2024-12-05,SGN,HAN,2024-12-07 13:30,2024-12-07 15:40,Bamboo Airways,Economy,Nonstop,2571000
2024-12-05,SGN,HAN,2024-12-07 15:10,2024-12-07 17:20,Bamboo Airways,Economy,Nonstop,2571000
2024-12-05,SGN,HAN,2024-12-07 10:00,2024-12-07 12:10,Vietjet,Economy,Nonstop,2732600
2024-12-05,SGN,HAN,2024-12-07 22:00,2024-12-08 00:05,Vietnam Airlines,Economy,Nonstop,2955000
2024-12-05,SGN,HAN,2024-12-07 23:00,2024-12-08 01:05,Vietnam Airlines,Economy,Nonstop,2955000
2024-12-05,SGN,HAN,2024-12-07 14:00,2024-12-07 16:05,Vietnam Airlines,Economy,Nonstop,3182000
2024-12-05,SGN,HAN,2024-12-07 15:00,2024-12-07 17:05,Vietnam Airlines,Economy,Nonstop,3182000
2024-12-05,SGN,HAN,2024-12-07 16:00,2024-12-07 18:10,Vietnam Airlines,Economy,Nonstop,3182000
2024-12-05,SGN,HAN,2024-12-07 17:00,2024-12-07 19:05,Vietnam Airlines,Economy,Nonstop,3182000
2024-12-05,SGN,HAN,2024-12-07 18:00,2024-12-07 20:10,Vietnam Airlines,Economy,Nonstop,3182000
2024-12-05,SGN,HAN,2024-12-07 18:05,2024-12-07 20:10,Vietnam Airlines,Economy,Nonstop,3182000
2024-12-05,SGN,HAN,2024-12-07 07:00,2024-12-07 09:10,Vietnam Airlines,Economy,Nonstop,3387000
2024-12-05,SGN,HAN,2024-12-07 11:00,2024-12-07 13:05,Vietnam Airlines,Economy,Nonstop,3387000
2024-12-05,SGN,HAN,2024-12-07 12:00,2024-12-07 14:05,Vietnam Airlines,Economy,Nonstop,3387000
2024-12-05,SGN,HAN,2024-12-07 13:00,2024-12-07 15:05,Vietnam Airlines,Economy,Nonstop,3387000
2024-12-05,SGN,HAN,2024-12-07 22:00,2024-12-08 00:05,Vietnam Airlines,Economy,Nonstop,3387000
2024-12-05,SGN,HAN,2024-12-07 06:00,2024-12-07 08:05,Vietnam Airlines,Economy,Nonstop,3582000
2024-12-05,SGN,HAN,2024-12-07 06:30,2024-12-07 08:35,Vietnam Airlines,Economy,Nonstop,3582000
2024-12-05,SGN,HAN,2024-12-07 08:00,2024-12-07 10:05,Vietnam Airlines,Economy,Nonstop,3582000
2024-12-05,SGN,HAN,2024-12-07 19:00,2024-12-07 21:15,Vietnam Airlines,Economy,Nonstop,3582000
2024-12-05,SGN,HAN,2024-12-07 20:00,2024-12-07 22:05,Vietnam Airlines,Economy,Nonstop,3582000
2024-12-05,SGN,HAN,2024-12-07 06:05,2024-12-07 08:15,Vietnam Airlines,Economy,Nonstop,3741000
2024-12-05,SGN,HAN,2024-12-07 09:00,2024-12-07 11:05,Vietnam Airlines,Economy,Nonstop,3741000
2024-12-05,SGN,HAN,2024-12-07 10:00,2024-12-07 12:05,Vietnam Airlines,Economy,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 22:00,2024-12-08 00:05,Vietnam Airlines,Business,Nonstop,4497000
2024-12-05,SGN,HAN,2024-12-07 23:00,2024-12-08 01:05,Vietnam Airlines,Business,Nonstop,4497000
2024-12-05,SGN,HAN,2024-12-07 06:05,2024-12-07 08:15,Vietnam Airlines,Business,Nonstop,5860000
2024-12-05,SGN,HAN,2024-12-07 06:30,2024-12-07 08:35,Vietnam Airlines,Business,Nonstop,5860000
2024-12-05,SGN,HAN,2024-12-07 07:00,2024-12-07 09:10,Vietnam Airlines,Business,Nonstop,6400000
2024-12-05,SGN,HAN,2024-12-07 06:00,2024-12-07 08:05,Vietnam Airlines,Business,Nonstop,7588000
2024-12-05,SGN,HAN,2024-12-07 08:00,2024-12-07 10:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 10:00,2024-12-07 12:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 11:00,2024-12-07 13:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 12:00,2024-12-07 14:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 13:00,2024-12-07 15:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 14:00,2024-12-07 16:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 15:00,2024-12-07 17:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 16:00,2024-12-07 18:10,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 17:00,2024-12-07 19:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 18:00,2024-12-07 20:10,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 18:05,2024-12-07 20:10,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 19:00,2024-12-07 21:15,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 20:00,2024-12-07 22:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-07 02:25,2024-12-07 15:10,China Southern,Business,1 stop in SZX,12036000
2024-12-05,SGN,HAN,2024-12-07 02:20,2024-12-07 09:50,Shenzhen,Business,1 stop in SZX,15348000
2024-12-05,SGN,HAN,2024-12-07 08:00,2024-12-07 14:45,China Southern,Business,1 stop in CAN,19373000
2024-12-05,SGN,HAN,2024-12-07 11:35,2024-12-07 17:50,Vietnam Airlines,Business,1 stop in BKK,19522000
2024-12-05,SGN,DAD,2024-12-07 18:10,2024-12-07 19:35,Bamboo Airways,Economy,Nonstop,1080000
2024-12-05,SGN,DAD,2024-12-07 17:00,2024-12-07 18:20,Vietjet,Economy,Nonstop,1112600
2024-12-05,SGN,DAD,2024-12-07 06:00,2024-12-07 07:20,Vietravel Airlines,Economy,Nonstop,1142840
2024-12-05,SGN,DAD,2024-12-07 21:35,2024-12-07 22:55,Vietjet,Economy,Nonstop,1004600
2024-12-05,SGN,DAD,2024-12-07 19:05,2024-12-07 20:25,Vietjet,Economy,Nonstop,1112600
2024-12-05,SGN,DAD,2024-12-07 07:20,2024-12-07 08:40,Vietravel Airlines,Economy,Nonstop,1240040
2024-12-05,SGN,DAD,2024-12-07 06:05,2024-12-07 07:25,Vietjet,Economy,Nonstop,1242200
2024-12-05,SGN,DAD,2024-12-07 07:25,2024-12-07 08:45,Vietjet,Economy,Nonstop,1242200
2024-12-05,SGN,DAD,2024-12-07 12:25,2024-12-07 13:45,Vietjet,Economy,Nonstop,1242200
2024-12-05,SGN,DAD,2024-12-07 12:35,2024-12-07 13:50,Vietjet,Economy,Nonstop,1242200
2024-12-05,SGN,DAD,2024-12-07 14:30,2024-12-07 15:50,Vietjet,Economy,Nonstop,1242200
